Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
22,Travel_Rarely,237,Research & Development,16,2,Marketing,1,489,1,Male,90,3,2,Manager,2,Married,4013,8461,0,Y,Yes,15,3,2,80,2,14,2,4,2,2,2,1,Yes
21,Travel_Rarely,790,Sales,20,3,Other,1,490,2,Male,63,4,3,Manufacturing Director,2,Divorced,5770,15071,4,Y,Yes,13,3,1,80,2,8,0,1,1,1,1,0,Yes
48,Travel_Rarely,381,Research & Development,8,3,Other,1,491,3,Male,86,2,1,Human Resources,4,Married,3588,12208,2,Y,Yes,21,4,4,80,0,2,6,3,1,1,0,0,No
46,Travel_Rarely,731,Human Resources,7,1,Marketing,1,492,1,Female,90,2,4,Sales Executive,2,Divorced,12266,18158,5,Y,No,11,3,1,80,1,22,5,2,22,1,0,1,Yes
41,Travel_Frequently,117,Research & Development,5,5,Marketing,1,493,2,Male,93,1,1,Manager,2,Married,11646,3894,9,Y,No,14,4,1,80,3,14,3,1,4,3,0,0,No
36,Non-Travel,1440,Human Resources,26,5,Life Sciences,1,494,2,Male,63,3,5,Sales Representative,3,Divorced,7159,2270,0,Y,No,20,3,1,80,1,11,2,3,2,1,2,1,No
32,Travel_Frequently,158,Human Resources,5,4,Other,1,495,2,Male,47,3,1,Healthcare Representative,2,Married,5653,20033,7,Y,Yes,18,3,1,80,1,6,5,3,2,1,2,0,Yes
54,Travel_Frequently,989,Research & Development,20,4,Marketing,1,496,1,Female,93,2,1,Manager,4,Single,1849,14807,4,Y,Yes,18,3,2,80,3,7,6,4,1,1,0,1,Yes
29,Non-Travel,1152,Sales,10,5,Technical Degree,1,497,1,Female,77,2,3,Sales Executive,4,Divorced,9439,19168,8,Y,Yes,23,3,2,80,0,18,0,3,5,1,4,1,No
28,Travel_Frequently,354,Human Resources,21,2,Marketing,1,498,4,Female,79,4,4,Research Director,4,Married,2231,2036,9,Y,No,13,4,4,80,1,10,1,2,1,1,1,1,No
26,Travel_Frequently,342,Human Resources,19,3,Other,1,499,3,Male,71,3,2,Manufacturing Director,2,Divorced,2192,16988,9,Y,No,12,3,2,80,3,6,6,3,1,1,1,1,No
44,Non-Travel,171,Human Resources,9,5,Marketing,1,500,2,Male,82,4,4,Manager,1,Divorced,5128,16179,7,Y,Yes,17,4,2,80,0,8,4,2,1,1,1,1,Yes
25,Non-Travel,830,Research & Development,16,2,Marketing,1,501,1,Male,62,3,4,Laboratory Technician,4,Divorced,3841,11030,1,Y,No,22,4,2,80,3,15,2,4,4,2,3,2,No
29,Travel_Rarely,280,Sales,29,3,Other,1,502,1,Female,93,4,1,Manager,4,Married,3000,25475,5,Y,No,15,4,4,80,1,16,3,2,8,1,6,5,Yes
24,Travel_Frequently,709,Human Resources,10,3,Life Sciences,1,503,3,Female,53,3,3,Healthcare Representative,2,Single,1777,22044,7,Y,Yes,13,4,1,80,1,19,6,4,6,2,2,3,Yes
30,Travel_Rarely,976,Sales,6,3,Other,1,504,3,Female,38,4,3,Human Resources,4,Divorced,2640,11895,7,Y,No,25,4,1,80,1,10,1,3,4,1,1,2,No
56,Travel_Rarely,1319,Sales,19,4,Marketing,1,505,3,Female,64,3,3,Laboratory Technician,4,Divorced,5617,21033,3,Y,No,25,4,4,80,3,14,2,4,3,1,2,1,Yes
37,Travel_Rarely,734,Human Resources,26,4,Technical Degree,1,506,4,Female,80,3,5,Laboratory Technician,1,Divorced,5578,5231,0,Y,Yes,23,3,1,80,3,16,0,4,2,1,1,1,Yes
20,Travel_Frequently,656,Sales,9,4,Marketing,1,507,1,Male,90,4,1,Sales Executive,2,Single,9058,15453,7,Y,Yes,24,3,4,80,1,15,6,3,5,1,0,3,Yes
30,Non-Travel,518,Sales,24,1,Technical Degree,1,508,4,Female,37,1,5,Laboratory Technician,3,Married,3145,4599,0,Y,No,16,3,1,80,1,20,4,3,12,1,0,2,No
23,Travel_Rarely,1098,Research & Development,15,5,Human Resources,1,509,2,Male,74,1,4,Sales Executive,1,Divorced,5599,18407,3,Y,No,23,3,4,80,0,14,6,4,5,2,1,0,No
29,Travel_Rarely,856,Research & Development,29,3,Life Sciences,1,510,1,Male,63,4,5,Human Resources,1,Divorced,6250,11664,8,Y,Yes,13,4,3,80,2,1,6,2,1,1,1,1,Yes
23,Travel_Rarely,1293,Research & Development,7,5,Life Sciences,1,511,4,Female,77,1,1,Healthcare Representative,1,Divorced,4363,25377,2,Y,No,14,4,1,80,2,8,3,2,1,1,1,1,Yes
24,Travel_Frequently,632,Sales,21,1,Technical Degree,1,512,3,Female,44,1,3,Healthcare Representative,1,Married,6205,23034,8,Y,Yes,15,3,2,80,2,12,3,1,4,1,0,4,Yes
51,Travel_Rarely,1355,Research & Development,7,4,Medical,1,513,2,Female,81,3,4,Manager,1,Single,5495,11643,0,Y,Yes,15,3,4,80,3,15,6,2,5,4,1,4,Yes
46,Non-Travel,280,Sales,25,4,Life Sciences,1,514,3,Male,72,3,5,Manufacturing Director,2,Single,8036,13210,8,Y,No,22,3,2,80,1,13,3,3,5,2,0,5,No
38,Non-Travel,693,Sales,19,3,Marketing,1,515,1,Male,78,1,2,Sales Representative,1,Divorced,3163,17976,4,Y,Yes,25,3,3,80,3,16,2,2,5,1,1,5,Yes
28,Travel_Rarely,1188,Human Resources,3,2,Other,1,516,1,Male,60,2,2,Sales Executive,4,Married,2705,7611,8,Y,No,16,3,1,80,3,9,0,2,4,1,4,1,Yes
18,Travel_Frequently,126,Human Resources,29,5,Other,1,517,1,Male,30,4,3,Healthcare Representative,4,Single,7637,4611,1,Y,Yes,23,3,4,80,1,12,6,4,3,3,2,3,Yes
39,Non-Travel,902,Human Resources,11,3,Human Resources,1,518,3,Female,39,3,3,Research Scientist,3,Divorced,5315,26665,7,Y,Yes,23,4,4,80,0,21,0,1,9,2,1,1,Yes
24,Non-Travel,1167,Sales,14,2,Human Resources,1,519,2,Male,54,1,4,Human Resources,4,Married,2117,12713,9,Y,Yes,23,3,3,80,2,14,5,3,5,3,0,2,No
25,Non-Travel,882,Research & Development,23,2,Medical,1,520,2,Female,57,2,2,Manufacturing Director,3,Divorced,11033,19718,1,Y,Yes,13,3,3,80,3,25,0,4,13,1,1,7,Yes
30,Travel_Rarely,566,Research & Development,4,5,Life Sciences,1,521,3,Female,63,1,4,Healthcare Representative,2,Single,3856,20727,0,Y,No,22,3,3,80,3,15,1,2,4,1,1,4,Yes
25,Non-Travel,332,Sales,10,1,Life Sciences,1,522,1,Male,66,1,3,Sales Executive,4,Divorced,6190,8229,7,Y,No,15,3,4,80,3,14,1,2,3,2,3,3,Yes
36,Travel_Rarely,1415,Sales,17,5,Other,1,523,2,Male,60,4,1,Human Resources,2,Married,5138,21659,2,Y,Yes,19,3,4,80,3,13,1,4,5,5,1,0,Yes
27,Travel_Frequently,940,Research & Development,7,4,Life Sciences,1,524,2,Male,72,4,5,Healthcare Representative,1,Single,8997,8766,2,Y,Yes,17,3,1,80,2,9,3,4,2,2,1,2,No
22,Travel_Frequently,1177,Research & Development,10,3,Other,1,525,4,Male,92,1,5,Manager,2,Single,2637,14635,8,Y,Yes,14,3,3,80,1,12,4,1,2,1,0,0,Yes
26,Travel_Frequently,665,Sales,22,4,Marketing,1,526,4,Female,35,1,2,Laboratory Technician,1,Divorced,6154,10776,7,Y,No,24,4,3,80,1,7,5,4,1,1,0,0,No
46,Travel_Frequently,963,Sales,26,5,Medical,1,527,4,Male,46,4,2,Manager,4,Married,2852,11471,3,Y,No,14,3,4,80,2,7,1,1,3,3,0,3,No
57,Non-Travel,721,Research & Development,8,4,Technical Degree,1,528,2,Female,43,1,1,Sales Representative,4,Divorced,17681,7153,6,Y,Yes,17,3,2,80,1,7,3,1,2,1,0,0,Yes
53,Travel_Rarely,315,Human Resources,8,2,Life Sciences,1,529,4,Female,61,1,5,Sales Executive,2,Divorced,3989,19623,0,Y,No,15,3,4,80,3,7,2,2,2,2,1,2,No
56,Travel_Rarely,344,Human Resources,17,1,Human Resources,1,530,4,Female,42,2,4,Research Director,2,Married,1880,18508,8,Y,Yes,12,4,2,80,0,9,2,2,2,1,2,1,No
38,Travel_Frequently,145,Human Resources,8,5,Technical Degree,1,531,3,Male,92,4,1,Laboratory Technician,2,Married,5018,23446,9,Y,No,20,4,2,80,2,10,5,1,3,1,1,2,Yes
46,Travel_Rarely,786,Research & Development,18,5,Other,1,532,3,Male,88,3,3,Manager,3,Divorced,3433,24830,0,Y,No,23,3,1,80,0,14,0,2,2,2,1,1,No
55,Travel_Frequently,517,Human Resources,27,4,Other,1,533,3,Male,38,3,1,Research Scientist,4,Married,4653,13085,0,Y,No,17,4,3,80,3,16,0,2,3,1,3,3,No
37,Travel_Rarely,1408,Human Resources,8,4,Human Resources,1,534,1,Male,55,2,2,Sales Representative,3,Single,3506,12679,5,Y,Yes,20,3,1,80,0,15,3,1,2,2,2,0,Yes
42,Travel_Rarely,861,Research & Development,23,1,Life Sciences,1,535,3,Female,89,3,4,Research Director,1,Married,5186,22323,6,Y,Yes,12,3,2,80,3,8,4,4,8,1,0,1,Yes
32,Non-Travel,1145,Research & Development,23,5,Medical,1,536,3,Female,80,2,5,Sales Executive,3,Married,3962,16841,3,Y,Yes,11,4,3,80,3,27,1,3,14,1,2,6,Yes
51,Travel_Rarely,834,Research & Development,27,1,Technical Degree,1,537,3,Female,82,1,1,Research Director,1,Married,7973,4160,4,Y,Yes,19,3,3,80,0,15,3,1,4,4,1,1,No
46,Travel_Rarely,351,Human Resources,22,5,Technical Degree,1,538,3,Female,37,4,5,Sales Executive,3,Single,5999,8344,8,Y,Yes,18,3,3,80,2,6,3,4,3,2,2,3,No
49,Non-Travel,1255,Human Resources,23,4,Human Resources,1,539,4,Male,92,4,5,Healthcare Representative,1,Divorced,5834,8764,0,Y,No,18,4,4,80,1,14,4,2,2,1,1,2,No
32,Travel_Rarely,604,Research & Development,20,1,Technical Degree,1,540,3,Female,98,3,1,Sales Executive,2,Divorced,9152,26439,0,Y,No,19,3,1,80,0,4,4,2,4,1,0,0,No
50,Travel_Rarely,1210,Research & Development,4,4,Life Sciences,1,541,3,Male,71,3,1,Research Director,2,Single,2216,4243,7,Y,No,16,4,3,80,1,16,3,2,5,4,0,2,Yes
37,Non-Travel,1204,Human Resources,22,5,Human Resources,1,542,4,Female,39,1,5,Healthcare Representative,2,Divorced,7177,15585,1,Y,Yes,22,3,3,80,1,8,1,1,3,1,1,3,Yes
51,Travel_Rarely,754,Sales,17,5,Other,1,543,2,Female,52,2,3,Research Director,3,Single,4428,3934,4,Y,No,18,4,4,80,3,8,6,2,1,1,0,1,No
26,Travel_Frequently,776,Sales,11,3,Medical,1,544,4,Female,53,3,2,Research Scientist,4,Single,6194,19675,6,Y,No,25,3,1,80,0,20,6,2,8,1,1,1,Yes
18,Non-Travel,1475,Research & Development,19,5,Other,1,545,4,Male,47,1,2,Sales Executive,4,Married,11254,20791,4,Y,No,19,4,4,80,0,15,2,4,4,4,4,1,No
23,Travel_Frequently,613,Human Resources,24,1,Life Sciences,1,546,1,Male,94,2,5,Laboratory Technician,1,Divorced,3988,19004,6,Y,No,12,4,4,80,2,16,6,3,7,1,0,2,No
41,Travel_Rarely,352,Research & Development,17,5,Other,1,547,4,Male,94,2,5,Human Resources,3,Divorced,5319,7487,9,Y,Yes,18,4,1,80,0,13,3,1,12,4,2,3,Yes
27,Non-Travel,1365,Human Resources,16,5,Technical Degree,1,548,3,Female,47,4,4,Manager,2,Divorced,4997,4809,9,Y,Yes,15,3,2,80,0,15,5,3,6,2,1,2,Yes
54,Travel_Frequently,887,Research & Development,1,4,Medical,1,549,1,Male,71,3,5,Healthcare Representative,1,Married,8547,24320,4,Y,No,12,3,2,80,1,13,5,3,4,2,0,0,No
52,Non-Travel,1451,Human Resources,1,5,Other,1,550,1,Male,36,2,5,Manager,4,Single,1576,8683,0,Y,Yes,15,4,3,80,0,17,1,3,7,4,3,2,No
20,Non-Travel,748,Research & Development,24,3,Medical,1,551,1,Male,98,1,5,Manager,1,Divorced,1884,8655,3,Y,No,14,4,2,80,3,2,0,2,1,1,0,1,Yes
20,Travel_Frequently,1066,Research & Development,4,3,Human Resources,1,552,1,Female,96,2,3,Human Resources,3,Divorced,2355,15771,5,Y,No,15,3,1,80,0,17,4,4,3,2,1,0,No
55,Non-Travel,589,Research & Development,3,4,Life Sciences,1,553,1,Male,85,4,3,Sales Executive,3,Married,7608,25466,5,Y,Yes,22,3,1,80,0,21,1,3,8,1,0,7,Yes
20,Travel_Frequently,887,Sales,11,4,Medical,1,554,3,Female,50,4,2,Manufacturing Director,1,Divorced,5111,16677,2,Y,No,25,4,1,80,1,11,1,3,6,1,1,1,Yes
38,Travel_Rarely,530,Sales,19,2,Human Resources,1,555,4,Male,67,3,3,Healthcare Representative,1,Married,9236,20803,6,Y,No,23,3,3,80,1,17,6,4,3,3,3,0,Yes
28,Travel_Rarely,1173,Human Resources,26,5,Other,1,556,3,Female,45,3,5,Human Resources,4,Single,5246,4179,3,Y,No,18,3,3,80,3,13,5,4,4,4,1,4,No
27,Travel_Frequently,839,Sales,18,5,Technical Degree,1,557,1,Female,75,3,2,Sales Representative,1,Divorced,6082,13540,5,Y,Yes,19,4,1,80,1,18,5,3,4,2,4,0,Yes
53,Non-Travel,683,Research & Development,24,5,Technical Degree,1,558,2,Male,55,2,4,Manufacturing Director,2,Divorced,8149,2528,6,Y,No,21,4,4,80,0,17,5,4,7,1,2,1,No
41,Non-Travel,371,Human Resources,2,5,Medical,1,559,2,Female,32,3,1,Manufacturing Director,4,Married,10148,11797,2,Y,Yes,17,3,2,80,1,11,6,3,6,1,0,6,No
44,Travel_Rarely,320,Sales,28,5,Other,1,560,2,Male,31,2,3,Laboratory Technician,4,Married,2604,12807,8,Y,Yes,19,3,2,80,3,10,2,3,6,1,2,5,Yes
33,Travel_Rarely,1279,Human Resources,21,2,Medical,1,561,1,Female,89,3,4,Healthcare Representative,2,Single,9591,2944,9,Y,No,21,3,1,80,1,11,4,4,2,2,0,0,No
19,Travel_Rarely,267,Sales,10,5,Marketing,1,562,4,Male,37,3,2,Sales Executive,4,Divorced,1760,4994,1,Y,No,23,4,3,80,0,18,2,3,7,4,7,3,No
24,Travel_Frequently,1066,Human Resources,21,5,Life Sciences,1,563,2,Female,86,3,1,Human Resources,2,Divorced,8317,26474,5,Y,Yes,11,4,4,80,2,19,2,2,10,1,0,5,No
34,Non-Travel,1249,Human Resources,17,5,Medical,1,564,4,Female,82,3,4,Research Scientist,1,Divorced,5160,2309,8,Y,No,14,3,1,80,1,15,6,1,2,1,2,2,Yes
19,Non-Travel,581,Sales,17,5,Marketing,1,565,2,Female,54,1,4,Manufacturing Director,3,Married,5434,6820,9,Y,No,14,3,1,80,1,9,3,3,3,3,0,3,Yes
34,Travel_Frequently,403,Human Resources,28,2,Human Resources,1,566,3,Male,77,3,4,Human Resources,1,Single,2084,14447,9,Y,No,12,4,2,80,3,5,0,4,2,2,2,0,Yes
33,Travel_Rarely,830,Human Resources,17,1,Other,1,567,3,Female,50,4,1,Manufacturing Director,4,Married,5825,7443,9,Y,Yes,14,3,1,80,1,6,2,1,2,1,2,2,Yes
40,Travel_Rarely,1055,Human Resources,6,3,Human Resources,1,568,4,Female,34,4,3,Healthcare Representative,1,Divorced,4242,3361,9,Y,No,25,3,4,80,3,15,1,1,2,2,2,2,No
40,Travel_Frequently,680,Research & Development,13,4,Human Resources,1,569,3,Male,98,1,2,Manufacturing Director,3,Single,5262,15606,5,Y,Yes,15,4,3,80,1,19,5,4,5,1,5,2,No
55,Travel_Rarely,713,Human Resources,3,5,Other,1,570,4,Male,60,3,5,Human Resources,4,Single,1195,23246,1,Y,Yes,25,3,1,80,0,1,2,4,1,1,1,1,No
34,Travel_Rarely,1176,Research & Development,26,4,Human Resources,1,571,1,Female,73,4,2,Research Scientist,1,Divorced,3453,2824,8,Y,Yes,12,3,2,80,3,13,4,1,3,3,3,1,No
28,Travel_Frequently,403,Sales,3,5,Other,1,572,3,Female,65,4,4,Sales Executive,4,Single,3276,21709,1,Y,Yes,22,4,3,80,2,11,5,2,5,3,1,5,Yes
18,Non-Travel,232,Sales,18,5,Life Sciences,1,573,2,Male,37,1,4,Healthcare Representative,1,Married,9849,7981,9,Y,No,11,3,2,80,3,21,0,3,8,1,0,6,Yes
19,Travel_Frequently,1485,Human Resources,18,1,Marketing,1,574,2,Male,39,3,2,Sales Representative,2,Married,9489,3620,5,Y,Yes,13,3,3,80,0,6,4,2,1,1,1,0,Yes
44,Non-Travel,1385,Human Resources,16,2,Human Resources,1,575,1,Male,59,2,5,Research Scientist,2,Divorced,2064,4423,8,Y,Yes,14,4,2,80,1,14,6,1,7,2,0,5,Yes
21,Travel_Frequently,107,Human Resources,17,5,Other,1,576,4,Female,57,3,3,Research Scientist,3,Divorced,2803,10097,0,Y,Yes,15,3,1,80,3,12,6,4,3,1,1,0,Yes
30,Travel_Frequently,478,Research & Development,4,5,Other,1,577,4,Male,48,4,5,Sales Representative,2,Married,8641,19358,1,Y,Yes,21,4,3,80,1,7,2,1,7,2,5,0,Yes
36,Non-Travel,1140,Sales,8,2,Marketing,1,578,2,Male,73,3,2,Sales Representative,1,Married,1776,26950,7,Y,No,13,3,1,80,2,14,4,1,7,4,1,2,No
29,Non-Travel,1048,Sales,28,2,Medical,1,579,3,Male,95,2,5,Human Resources,1,Single,3289,19443,2,Y,Yes,19,3,2,80,1,12,4,4,3,2,0,3,Yes
46,Non-Travel,1456,Research & Development,27,2,Life Sciences,1,580,2,Female,50,4,2,Human Resources,3,Single,3408,8763,6,Y,No,14,3,3,80,2,6,4,1,4,2,0,4,Yes
30,Travel_Rarely,340,Human Resources,3,3,Medical,1,581,1,Male,76,2,5,Human Resources,2,Single,4806,6098,2,Y,No,18,4,4,80,2,3,2,1,3,1,3,3,Yes
28,Non-Travel,943,Sales,17,2,Technical Degree,1,582,4,Male,90,2,2,Sales Executive,2,Married,6457,4696,0,Y,Yes,16,3,1,80,1,23,4,2,10,2,0,0,Yes
53,Travel_Frequently,477,Sales,28,1,Marketing,1,583,2,Male,35,4,4,Research Director,4,Divorced,9053,20187,2,Y,Yes,25,4,4,80,1,5,4,2,1,1,1,1,Yes
60,Travel_Rarely,866,Human Resources,8,4,Marketing,1,584,4,Female,73,3,1,Research Scientist,1,Married,6432,19743,9,Y,No,16,4,1,80,2,14,3,1,1,1,1,1,No
20,Non-Travel,860,Research & Development,21,1,Human Resources,1,585,3,Female,38,4,1,Laboratory Technician,3,Married,3417,22289,7,Y,No,17,4,4,80,2,10,2,4,2,2,2,1,Yes
36,Travel_Rarely,1226,Research & Development,28,5,Other,1,586,4,Female,66,4,1,Manufacturing Director,2,Married,3169,13155,8,Y,No,22,3,4,80,0,17,3,1,4,2,0,2,Yes
34,Travel_Frequently,265,Human Resources,28,1,Technical Degree,1,587,4,Female,34,3,3,Manager,4,Married,5136,13584,8,Y,No,24,4,2,80,1,12,0,4,4,1,1,1,No
24,Non-Travel,1180,Sales,4,2,Human Resources,1,588,4,Male,56,4,2,Laboratory Technician,1,Married,4579,14502,6,Y,Yes,22,3,3,80,1,14,3,2,4,4,0,3,No
27,Non-Travel,1295,Sales,25,1,Other,1,589,4,Male,31,4,4,Healthcare Representative,1,Divorced,4730,10708,9,Y,Yes,16,4,4,80,1,23,4,1,21,8,3,1,No
49,Non-Travel,600,Human Resources,12,4,Human Resources,1,590,1,Female,84,3,1,Sales Executive,2,Divorced,8629,7190,8,Y,Yes,16,3,1,80,3,36,6,2,23,4,3,1,No
31,Non-Travel,1028,Human Resources,9,4,Human Resources,1,591,2,Female,66,2,5,Healthcare Representative,4,Divorced,1723,18102,7,Y,Yes,21,4,2,80,1,9,0,3,1,1,1,0,Yes
30,Travel_Rarely,443,Sales,2,1,Technical Degree,1,592,4,Male,63,2,5,Healthcare Representative,4,Married,4417,18167,2,Y,No,23,3,3,80,3,13,6,3,3,2,1,0,No
29,Non-Travel,1484,Human Resources,13,5,Other,1,593,4,Male,38,3,3,Manufacturing Director,4,Divorced,8007,20676,9,Y,Yes,19,3,2,80,0,9,5,4,1,1,0,0,Yes
40,Non-Travel,769,Sales,25,2,Other,1,594,2,Female,51,4,1,Laboratory Technician,4,Married,7827,6090,1,Y,Yes,23,4,1,80,3,12,0,1,10,1,2,0,Yes
33,Travel_Rarely,339,Research & Development,13,1,Marketing,1,595,4,Female,61,4,4,Manufacturing Director,1,Single,3549,10503,4,Y,Yes,14,3,4,80,1,9,1,1,3,3,1,3,No
43,Travel_Frequently,301,Human Resources,29,5,Technical Degree,1,596,1,Female,81,3,5,Manager,2,Single,4174,16256,5,Y,Yes,20,3,4,80,1,5,3,4,2,1,2,2,No
19,Non-Travel,114,Research & Development,7,1,Human Resources,1,597,1,Female,49,2,3,Research Scientist,2,Divorced,3673,5029,6,Y,No,13,4,4,80,3,2,6,4,1,1,1,1,No
52,Travel_Frequently,1226,Human Resources,25,3,Other,1,598,2,Female,46,2,5,Laboratory Technician,2,Married,6000,16203,0,Y,Yes,11,3,2,80,0,15,4,1,2,1,0,1,Yes
53,Non-Travel,1145,Research & Development,4,1,Technical Degree,1,599,4,Female,75,3,2,Manufacturing Director,3,Married,6034,8942,7,Y,No,16,4,1,80,1,10,5,2,2,1,0,0,No
25,Non-Travel,610,Human Resources,16,1,Medical,1,600,1,Female,51,4,1,Sales Executive,1,Single,4512,4800,1,Y,Yes,23,3,2,80,3,14,2,3,4,1,0,4,Yes
25,Travel_Rarely,427,Human Resources,11,3,Medical,1,601,2,Male,64,3,4,Healthcare Representative,3,Single,5504,5075,8,Y,No,23,4,3,80,0,15,6,1,1,1,1,0,No
51,Travel_Frequently,282,Sales,21,2,Marketing,1,602,4,Male,74,1,4,Manufacturing Director,1,Married,4936,19427,1,Y,No,13,3,1,80,0,11,1,2,10,2,0,1,Yes
56,Non-Travel,1459,Human Resources,25,4,Technical Degree,1,603,3,Male,53,3,1,Laboratory Technician,2,Single,4293,10050,0,Y,Yes,18,4,4,80,3,10,3,1,1,1,1,1,Yes
27,Travel_Rarely,948,Human Resources,18,4,Other,1,604,3,Male,42,3,1,Laboratory Technician,2,Divorced,2453,5413,3,Y,Yes,17,3,3,80,2,5,1,1,2,1,1,2,Yes
47,Non-Travel,867,Research & Development,6,3,Technical Degree,1,605,4,Male,50,4,4,Laboratory Technician,3,Divorced,4738,12753,0,Y,No,17,3,3,80,2,2,4,2,1,1,1,1,No
55,Non-Travel,1307,Sales,9,4,Technical Degree,1,606,1,Female,33,1,4,Research Director,2,Single,12640,8583,7,Y,Yes,17,3,1,80,1,6,6,1,5,2,1,2,No
31,Non-Travel,905,Human Resources,16,4,Medical,1,607,4,Female,57,1,4,Laboratory Technician,2,Single,5274,9055,2,Y,No,11,3,1,80,2,7,3,1,3,1,1,1,No
39,Travel_Rarely,178,Human Resources,1,2,Technical Degree,1,608,4,Female,37,2,1,Research Scientist,2,Single,5284,25295,2,Y,Yes,19,3,1,80,1,13,5,3,10,1,3,2,Yes
24,Non-Travel,557,Human Resources,12,1,Technical Degree,1,609,3,Male,68,4,3,Human Resources,3,Divorced,12872,4094,3,Y,Yes,25,3,1,80,0,12,1,1,6,3,0,0,Yes
25,Non-Travel,280,Human Resources,21,5,Human Resources,1,610,3,Male,48,3,3,Sales Executive,2,Single,2830,21890,2,Y,No,18,4,3,80,1,4,4,4,1,1,0,1,No
56,Travel_Rarely,171,Human Resources,7,2,Other,1,611,2,Female,91,3,5,Human Resources,2,Divorced,4517,24652,4,Y,No,14,3,1,80,1,17,6,3,3,3,0,0,No
46,Travel_Frequently,101,Sales,9,1,Medical,1,612,3,Female,79,1,1,Human Resources,4,Married,11833,12419,4,Y,No,15,3,3,80,2,14,2,2,2,1,2,0,No
35,Travel_Frequently,911,Human Resources,11,4,Medical,1,613,3,Female,35,1,1,Research Scientist,4,Married,4266,3225,4,Y,Yes,21,4,1,80,3,16,1,2,2,1,0,2,No
59,Non-Travel,1435,Sales,22,3,Human Resources,1,614,3,Female,42,3,1,Healthcare Representative,1,Married,4799,23824,5,Y,Yes,14,3,4,80,2,17,4,1,11,3,0,1,Yes
47,Non-Travel,1151,Human Resources,26,3,Human Resources,1,615,4,Male,78,2,5,Sales Executive,1,Divorced,2755,16837,9,Y,Yes,20,3,2,80,3,26,0,1,16,1,9,3,Yes
23,Travel_Frequently,698,Sales,11,3,Marketing,1,616,1,Male,41,2,2,Manager,1,Single,1825,26162,6,Y,No,14,3,4,80,3,6,5,2,1,1,1,1,Yes
41,Non-Travel,437,Research & Development,19,4,Technical Degree,1,617,3,Female,42,2,4,Healthcare Representative,4,Divorced,3234,3617,8,Y,No,11,4,4,80,0,9,4,4,1,1,1,1,No
25,Travel_Frequently,944,Research & Development,22,5,Human Resources,1,618,1,Female,78,2,2,Manufacturing Director,4,Single,2441,6454,9,Y,No,20,3,4,80,0,8,6,4,2,2,2,2,No
30,Travel_Frequently,1137,Research & Development,6,4,Human Resources,1,619,4,Female,59,2,2,Healthcare Representative,2,Divorced,5607,2296,8,Y,No,20,4,4,80,0,2,1,4,1,1,1,1,No
31,Non-Travel,1178,Human Resources,20,3,Medical,1,620,2,Female,69,1,4,Research Scientist,1,Divorced,3716,19509,5,Y,Yes,20,4,3,80,1,3,5,4,3,2,0,3,Yes
50,Travel_Frequently,708,Human Resources,6,1,Human Resources,1,621,3,Male,44,4,3,Sales Representative,3,Single,3884,4606,2,Y,No,24,3,1,80,3,15,1,3,4,2,2,4,No
27,Travel_Rarely,114,Sales,3,5,Technical Degree,1,622,1,Female,89,4,5,Research Scientist,3,Single,8609,8004,1,Y,Yes,15,4,4,80,1,6,1,3,2,2,1,2,Yes
41,Non-Travel,1364,Research & Development,2,3,Life Sciences,1,623,3,Female,52,4,3,Research Scientist,2,Married,2389,24830,8,Y,No,25,4,1,80,0,16,0,4,14,2,0,0,No
19,Travel_Rarely,190,Human Resources,6,3,Other,1,624,3,Female,67,3,4,Sales Executive,2,Married,7531,14084,8,Y,Yes,24,4,4,80,2,5,2,3,2,1,0,2,Yes
53,Travel_Frequently,733,Human Resources,6,3,Medical,1,625,4,Male,35,2,3,Human Resources,3,Divorced,9157,9066,8,Y,Yes,18,3,3,80,0,5,5,2,2,2,1,1,No
56,Travel_Frequently,1456,Human Resources,22,5,Medical,1,626,2,Male,70,1,1,Sales Executive,3,Single,7528,19316,4,Y,Yes,19,3,3,80,3,11,6,4,10,4,0,4,No
51,Non-Travel,918,Research & Development,22,3,Technical Degree,1,627,2,Female,57,3,3,Manager,4,Divorced,13423,23240,2,Y,Yes,11,3,3,80,0,21,6,3,8,3,0,2,No
25,Travel_Rarely,1397,Human Resources,10,3,Human Resources,1,628,4,Female,45,1,3,Research Scientist,2,Divorced,2916,21930,9,Y,No,12,4,2,80,3,21,6,3,12,2,3,0,Yes
58,Non-Travel,819,Research & Development,24,1,Medical,1,629,2,Female,78,3,5,Manufacturing Director,1,Married,8213,6942,6,Y,Yes,11,3,1,80,3,9,0,4,3,2,3,0,Yes
45,Travel_Rarely,1319,Research & Development,11,5,Human Resources,1,630,4,Male,59,2,3,Human Resources,3,Divorced,3585,7309,4,Y,No,24,4,2,80,0,9,3,2,4,3,3,1,No
